VEHICLEID,TMD_SRCE_ENTITY,DAMAGE,CNT_DAMAGE,CNT_DAMAGE_DISTINCT,CNT_LARGE_DAMAGE,DAMAGE_MAX,ROWNUM
489701,LPNL,1429.15,7,7,4,398.8,2
489896,LPNL,838.75,5,5,2,253.75,1
489896,LPNL,838.75,5,5,2,253.75,2
489921,LPNL,2197.18,8,8,5,1091.68,1
489921,LPNL,2197.18,8,8,5,1091.68,2
490019,LPNL,1808.04,13,13,4,327.75,1
490019,LPNL,1808.04,13,13,4,327.75,2
490039,LPNL,619.05,4,4,1,225,1
490039,LPNL,619.05,4,4,1,225,2
490183,LPNL,3148.62,14,14,6,591.94,1
490183,LPNL,3148.62,14,14,6,591.94,2
490434,LPNL,870.7,6,6,2,330.7,1
490434,LPNL,870.7,6,6,2,330.7,2
490501,LPNL,1000.5,7,7,2,317.6,1
490501,LPNL,1000.5,7,7,2,317.6,2
490636,LPNL,2079.5,10,10,6,445.3,1
490636,LPNL,2079.5,10,10,6,445.3,2
490870,LPNL,731.1,6,6,0,195.8,1
490870,LPNL,731.1,6,6,0,195.8,2
491023,LPNL,594,6,6,1,222,1
491023,LPNL,594,6,6,1,222,2
491137,LPNL,222,3,3,0,74,1
491137,LPNL,222,3,3,0,74,2
491198,LPNL,254,3,3,0,180,1
491198,LPNL,254,3,3,0,180,2
491238,LPNL,633.85,6,6,1,253.75,1
491238,LPNL,633.85,6,6,1,253.75,2
491267,LPNL,429.5,5,5,0,148,1
491267,LPNL,429.5,5,5,0,148,2
491358,LPNL,391.6,2,2,1,317.6,1
491358,LPNL,391.6,2,2,1,317.6,2
491395,LPNL,485.55,3,3,1,320.55,1
491395,LPNL,485.55,3,3,1,320.55,2
491400,LPNL,265,3,3,0,190,1
491400,LPNL,265,3,3,0,190,2
491680,LPNL,90,1,1,0,90,1
491680,LPNL,90,1,1,0,90,2
491723,LPNL,312,4,4,0,90,1
491723,LPNL,312,4,4,0,90,2
491813,LPNL,624.85,4,4,2,269.8,1
491813,LPNL,624.85,4,4,2,269.8,2
491877,LPNL,896.25,7,7,2,225,1
491877,LPNL,896.25,7,7,2,225,2
491950,LPNL,521.05,5,5,0,190,1
491950,LPNL,521.05,5,5,0,190,2
492050,LPNL,804.6,7,7,1,280.6,1
492050,LPNL,804.6,7,7,1,280.6,2
492178,LPNL,2470.35,14,14,5,444,1
492178,LPNL,2470.35,14,14,5,444,2
492277,LPNL,786.2,8,8,1,223.3,1
492277,LPNL,786.2,8,8,1,223.3,2
492333,LPNL,2030.72,8,8,4,811.59,1
492333,LPNL,2030.72,8,8,4,811.59,2
492446,LPNL,238,2,2,0,148,1
492446,LPNL,238,2,2,0,148,2
492449,LPNL,937.8,7,7,2,269.8,1
492449,LPNL,937.8,7,7,2,269.8,2
492472,LPNL,1771.4,9,9,4,591,1
492472,LPNL,1771.4,9,9,4,591,2
492610,LPNL,1736.3,9,9,3,519.3,1
492610,LPNL,1736.3,9,9,3,519.3,2
492732,LPNL,256.7,2,2,0,182.7,1
492732,LPNL,256.7,2,2,0,182.7,2
492743,LPNL,1883.65,12,12,2,691.85,1
492743,LPNL,1883.65,12,12,2,691.85,2
492825,LPNL,149,3,3,0,75,1
492825,LPNL,149,3,3,0,75,2
492970,LPNL,74,1,1,0,74,1
492970,LPNL,74,1,1,0,74,2
492987,LPNL,1595.71,12,12,2,478.16,1
492987,LPNL,1595.71,12,12,2,478.16,2
493015,LPNL,417.14,5,5,1,225,1
493015,LPNL,417.14,5,5,1,225,2
493280,LPNL,863.24,6,6,2,317.6,1
493280,LPNL,863.24,6,6,2,317.6,2
493323,LPNL,675.5,5,5,1,317.6,1
493323,LPNL,675.5,5,5,1,317.6,2
493324,LPNL,74,1,1,0,74,1
493324,LPNL,74,1,1,0,74,2
493407,LPNL,647.4,6,6,2,273.4,1
493407,LPNL,647.4,6,6,2,273.4,2
493420,LPNL,1009.2,6,6,3,317.6,1
493420,LPNL,1009.2,6,6,3,317.6,2
493988,LPNL,150,2,2,0,75,1
493988,LPNL,150,2,2,0,75,2
494159,LPNL,2043.6,14,14,3,373,1
494159,LPNL,2043.6,14,14,3,373,2
494332,LPNL,2422.7,13,13,6,343.8,1
494332,LPNL,2422.7,13,13,6,343.8,2
494380,LPNL,225,2,2,1,225,1
494380,LPNL,225,2,2,1,225,2
494418,LPNL,583.15,6,6,1,225,1
494418,LPNL,583.15,6,6,1,225,2
494450,LPNL,502,4,4,2,225,1
494450,LPNL,502,4,4,2,225,2
494490,LPNL,190,2,2,0,190,1
494490,LPNL,190,2,2,0,190,2
494514,LPNL,299,2,2,1,225,1
494514,LPNL,299,2,2,1,225,2
494610,LPNL,2351.2,9,9,6,506.2,1
494610,LPNL,2351.2,9,9,6,506.2,2
494660,LPNL,300,3,3,1,225,1
494660,LPNL,300,3,3,1,225,2
494811,LPNL,1185.9,9,9,2,411.9,1
494811,LPNL,1185.9,9,9,2,411.9,2
494876,LPNL,1734.1,11,11,4,306.8,1
494876,LPNL,1734.1,11,11,4,306.8,2
494955,LPNL,1894.8,8,8,4,456.1,1
494955,LPNL,1894.8,8,8,4,456.1,2
494983,LPNL,842.9,5,5,2,297.3,1
494983,LPNL,842.9,5,5,2,297.3,2
495027,LPNL,1697.71,12,12,3,276.8,1
495027,LPNL,1697.71,12,12,3,276.8,2
495121,LPNL,296,3,3,0,148,1
495121,LPNL,296,3,3,0,148,2
495126,LPNL,265.5,3,3,0,101.5,1
495126,LPNL,265.5,3,3,0,101.5,2
495293,LPNL,148,2,2,0,74,1
495293,LPNL,148,2,2,0,74,2
495438,LPNL,463,4,4,1,225,1
495438,LPNL,463,4,4,1,225,2
495565,LPNL,4096.85,14,14,8,628,1
495565,LPNL,4096.85,14,14,8,628,2
495791,LPNL,895.9,7,7,3,300.9,1
495791,LPNL,895.9,7,7,3,300.9,2
495958,LPNL,896.86,5,5,2,444.66,1
495958,LPNL,896.86,5,5,2,444.66,2
496033,LPNL,610,8,8,0,148,1
496033,LPNL,610,8,8,0,148,2
496148,LPNL,3168.25,13,13,6,569.1,1
496148,LPNL,3168.25,13,13,6,569.1,2
496169,LPNL,704,5,5,2,225,1
496169,LPNL,704,5,5,2,225,2
496172,LPNL,611.14,6,6,1,225,1
496172,LPNL,611.14,6,6,1,225,2
496192,LPNL,703.21,5,5,2,260.3,1
496192,LPNL,703.21,5,5,2,260.3,2
496253,LPNL,222,2,2,0,148,1
496253,LPNL,222,2,2,0,148,2
496273,LPNL,686.2,6,6,1,297.3,1
496273,LPNL,686.2,6,6,1,297.3,2
496300,LPNL,807.1,7,7,2,256.7,1
496300,LPNL,807.1,7,7,2,256.7,2
496500,LPNL,1402.75,8,8,2,354.6,1
496500,LPNL,1402.75,8,8,2,354.6,2
496516,LPNL,1111.75,6,6,2,308.3,1
496516,LPNL,1111.75,6,6,2,308.3,2
496603,LPNL,1813.3,8,8,4,415.5,1
496603,LPNL,1813.3,8,8,4,415.5,2
496616,LPNL,358.16,5,5,0,74,1
496616,LPNL,358.16,5,5,0,74,2
496651,LPNL,299,2,2,1,225,1
496651,LPNL,299,2,2,1,225,2
496701,LPNL,846.7,7,7,2,225,1
496701,LPNL,846.7,7,7,2,225,2
496728,LPNL,269.8,3,3,0,121.8,1
496728,LPNL,269.8,3,3,0,121.8,2
496745,LPNL,881.2,8,8,2,262,1
496745,LPNL,881.2,8,8,2,262,2
496821,LPNL,1955.05,9,9,6,398.8,1
496821,LPNL,1955.05,9,9,6,398.8,2
496873,LPNL,610,7,7,0,148,1
496873,LPNL,561.9,5,5,1,263.9,2
496873,LPNL,1171.9,12,12,1,263.9,3
496992,LPNL,440.4,3,3,0,182.7,1
496992,LPNL,440.4,3,3,0,182.7,2
497073,LPNL,793.6,7,7,1,203,1
497073,LPNL,793.6,7,7,1,203,2
497211,LPNL,494.8,3,3,1,225,1
497211,LPNL,494.8,3,3,1,225,2
497212,LPNL,1284.75,10,10,4,253.75,1
497212,LPNL,1284.75,10,10,4,253.75,2
497251,LPNL,277.79,5,5,0,195.8,1
497251,LPNL,277.79,5,5,0,195.8,2
497296,LPNL,1342.31,7,7,3,409.72,1
497296,LPNL,1342.31,7,7,3,409.72,2
497438,LPNL,447,3,3,1,277,1
497438,LPNL,447,3,3,1,277,2
497445,LPNL,529.15,3,3,1,364.75,1
497445,LPNL,529.15,3,3,1,364.75,2
497645,LPNL,2043.45,10,10,4,371.3,1
497645,LPNL,2043.45,10,10,4,371.3,2
497724,LPNL,1514.5,9,9,4,371.3,1
497724,LPNL,1514.5,9,9,4,371.3,2
497935,LPNL,669,4,4,1,373,1
497935,LPNL,669,4,4,1,373,2
498373,LPNL,1269.9,8,8,5,273.4,1
498373,LPNL,1269.9,8,8,5,273.4,2
498461,LPNL,180,1,1,0,180,1
498461,LPNL,180,1,1,0,180,2
498468,LPNL,1017.7,4,4,3,425,1
498468,LPNL,1017.7,4,4,3,425,2
498621,LPNL,1852.39,11,11,3,502.49,1
498621,LPNL,1852.39,11,11,3,502.49,2
498678,LPNL,297,4,4,0,75,1
498678,LPNL,297,4,4,0,75,2
498803,LPNL,171.2,2,2,0,90,1
498803,LPNL,171.2,2,2,0,90,2
498978,LPNL,682.7,6,6,1,263.9,1
498978,LPNL,682.7,6,6,1,263.9,2
499096,LPNL,1883.5,12,12,4,297.3,1
499096,LPNL,1883.5,12,12,4,297.3,2
499148,LPNL,524.4,3,3,1,450.4,1
499148,LPNL,524.4,3,3,1,450.4,2
499470,LPNL,1660.75,14,14,2,297.3,1
499470,LPNL,1660.75,14,14,2,297.3,2
499484,LPNL,801.6,4,4,2,299,1
499484,LPNL,801.6,4,4,2,299,2
499489,LPNL,40.6,1,1,0,40.6,1
499489,LPNL,40.6,1,1,0,40.6,2
499607,LPNL,502.6,4,4,1,280.6,1
499607,LPNL,502.6,4,4,1,280.6,2
499708,LPNL,708.3,4,4,2,260.3,1
499708,LPNL,708.3,4,4,2,260.3,2
500010,LPNL,2274.9,12,12,6,388.1,1
500010,LPNL,2274.9,12,12,6,388.1,2
500110,LPNL,1200,7,7,2,526.5,1
500110,LPNL,1200,7,7,2,526.5,2
500166,LPNL,1273.7,6,6,3,388,1
500166,LPNL,1273.7,6,6,3,388,2
500235,LPNL,709.9,6,6,1,263.9,1
500235,LPNL,709.9,6,6,1,263.9,2
500748,LPNL,770.24,7,7,2,225,1
500748,LPNL,770.24,7,7,2,225,2
501948,LPNL,595,6,6,1,225,1
501948,LPNL,595,6,6,1,225,2
502388,LPNL,373,4,4,1,225,1
502388,LPNL,373,4,4,1,225,2
214688,LPNL,0,1,1,0,0,1
220283,LPBE,544.91,8,8,1,215.44,1
220283,LPBE,544.91,8,8,1,215.44,2
220860,LPBE,325.53,5,5,0,182.66,1
220860,LPBE,325.53,5,5,0,182.66,2
221983,LPDE,670.81,4,4,2,431.11,1
221983,LPDE,402.49,2,2,1,258.67,2
222907,LPBE,524.88,7,7,0,195.14,1
222907,LPBE,524.88,7,7,0,195.14,2
222947,LPBE,364.93,6,6,0,118.34,1
222947,LPBE,364.93,6,6,0,118.34,2
223138,LPNL,314.43,3,3,1,242.33,1
223158,LPBE,25.7,3,3,0,25,1
223158,LPBE,25.7,3,3,0,25,2
223406,LPBE,230.54,4,4,0,135,1
223406,LPBE,230.54,4,4,0,135,2
223766,LPDE,2225.23,8,8,5,552.86,1
223766,LPDE,734.36,5,5,1,248.79,2
223770,LPBE,1072.94,9,9,3,255.94,1
223770,LPBE,1072.94,9,9,3,255.94,2
224102,LPNL,377.89,4,4,1,242.33,1
224102,LPNL,377.89,4,4,1,242.33,2
224162,LPNL,430.53,5,5,1,242.33,1
224248,LPDE,3981.42,12,12,9,887.66,1
224248,LPDE,1476.9,9,9,1,473.85,2
224321,LPBE,813.54,9,9,0,181.15,1
224321,LPBE,813.54,9,9,0,181.15,2
224426,LPBE,1025,10,10,1,366.37,1
224426,LPBE,1025,10,10,1,366.37,2
224449,LPBE,124.34,4,4,0,90,1
224449,LPBE,124.34,4,4,0,90,2
224703,LPDE,1991.43,7,7,5,530.56,1
224703,LPDE,1117.79,6,6,2,291.81,2
224730,LPNL,691.74,6,6,2,242.33,1
224730,LPNL,691.74,6,6,2,242.33,2
224798,LPNL,0,2,2,0,0,1
224798,LPNL,0,2,2,0,0,2
224861,LPNL,311.09,5,5,1,231.44,1
224861,LPNL,311.09,5,5,1,231.44,2
225170,LPDE,530.17,4,4,2,290.47,1
225170,LPDE,212.07,2,2,0,116.19,2
225296,LPBE,841.17,7,7,2,238.22,1
225296,LPBE,841.17,7,7,2,238.22,2
225413,LPNL,1566.6,5,5,4,698.23,1
225413,LPNL,1566.6,5,5,4,698.23,2
225504,LPNL,127.02,3,3,0,123.93,1
225504,LPNL,127.02,3,3,0,123.93,2
225545,LPBE,2242.74,13,13,6,471.82,1
225545,LPBE,2242.74,13,13,6,471.82,2
225558,LPBE,674.94,10,10,1,211.6,1
225558,LPBE,674.94,10,10,1,211.6,2
225601,LPNL,603.07,4,4,2,285.29,1
225601,LPNL,603.07,4,4,2,285.29,2
225629,LPNL,0,3,3,0,0,1
225629,LPNL,0,3,3,0,0,2
225646,LPDE,983.99,5,5,3,414.07,1
225646,LPDE,442.8,3,3,0,186.33,2
225657,LPBE,825.61,7,7,3,256.3,1
225657,LPBE,825.61,7,7,3,256.3,2
225736,LPBE,206.06,4,4,1,201.54,1
225736,LPBE,206.06,4,4,1,201.54,2
225759,LPDE,1780.43,8,8,5,412.45,1
225759,LPDE,1068.26,6,6,3,247.47,2
225767,LPNL,0,2,2,0,0,1
225767,LPNL,0,2,2,0,0,2
225847,LPBE,1230.75,12,12,1,220.1,1
225847,LPBE,1230.75,12,12,1,220.1,2
225903,LPDE,1952.29,7,7,5,519.93,1
225903,LPDE,780.91,6,6,1,207.97,2
225926,LPBE,688.05,6,6,2,317.65,1
225926,LPBE,688.05,6,6,2,317.65,2
225943,LPNL,552.12,5,5,2,242.33,1
225943,LPNL,552.12,5,5,2,242.33,2
225996,LPNL,432.17,4,4,1,242.33,1
225996,LPNL,432.17,4,4,1,242.33,2
226088,LPDE,1003.75,5,5,3,406,1
226088,LPDE,526.88,4,4,1,203,2
226103,LPBE,251.65,3,3,1,249.63,1
226103,LPBE,251.65,3,3,1,249.63,2
226160,LPDE,1320.77,6,6,4,394.34,1
226160,LPDE,442.28,6,6,0,138.02,2
226188,LPNL,1.03,3,3,0,1,1
226188,LPNL,1.03,3,3,0,1,2
226365,LPNL,0,2,2,0,0,1
226365,LPNL,0,2,2,0,0,2
226407,LPDE,689.42,5,5,3,247.98,1
226407,LPDE,413.65,3,3,0,148.79,2
226473,LPBE,1971.24,16,16,4,419.45,1
226473,LPBE,1971.24,16,16,4,419.45,2
226578,LPDE,738.07,5,5,2,298.37,1
226578,LPDE,399.75,3,3,0,193.94,2
226641,LPNL,73.13,4,4,0,70,1
226641,LPNL,73.13,4,4,0,70,2
226790,LPNL,823.69,6,6,2,265.63,1
226790,LPNL,823.69,6,6,2,265.63,2
226852,LPBE,671.96,12,12,1,270.84,1
226852,LPBE,671.96,12,12,1,270.84,2
226963,LPNL,0,2,2,0,0,1
226963,LPNL,0,2,2,0,0,2
227004,LPBE,848.01,7,7,1,215.32,1
227004,LPBE,848.01,7,7,1,215.32,2
227199,LPBE,947.18,9,9,2,315.18,1
227199,LPBE,947.18,9,9,2,315.18,2
227210,LPBE,264.69,3,3,1,260.7,1
227210,LPBE,264.69,3,3,1,260.7,2
227345,LPDE,2460.8,8,8,5,906.57,1
227345,LPDE,681.7,7,7,1,200.35,2
227359,LPNL,704.48,6,6,2,313.2,1
227359,LPNL,704.48,6,6,2,313.2,2
227374,LPDE,1361.96,6,6,5,330.44,1
227374,LPDE,1361.96,5,5,5,330.44,2
227412,LPBE,505.66,5,5,1,242.6,1
227412,LPBE,505.66,5,5,1,242.6,2
227492,LPNL,775.05,6,6,3,283.84,1
227492,LPNL,775.05,6,6,3,283.84,2
227505,LPDE,0,2,2,0,0,1
227505,LPDE,0.01,1,1,0,0.01,2
227568,LPNL,0,4,4,0,0,1
227568,LPNL,0,4,4,0,0,2
227569,LPDE,1609.16,7,7,4,474.76,1
227569,LPDE,880.9,6,6,1,345.4,2
227572,LPDE,1171.85,4,4,3,492.56,1
227572,LPDE,644.52,3,3,2,270.91,2
227601,LPNL,1087.92,4,4,3,461.52,1
227601,LPNL,1087.92,4,4,3,461.52,2
227633,LPDE,780.62,6,6,2,336.71,1
227633,LPDE,934.14,5,5,2,450,2
227664,LPBE,2823.68,18,18,4,603.52,1
227664,LPBE,2823.68,18,18,4,603.52,2
227666,LPBE,233.96,4,4,1,231.71,1
227666,LPBE,233.96,4,4,1,231.71,2
227777,LPBE,957.6,12,12,2,217.03,1
227777,LPBE,957.6,12,12,2,217.03,2
227809,LPBE,320.88,5,5,1,241.54,1
227809,LPBE,320.88,5,5,1,241.54,2
227861,LPNL,977.32,8,8,3,243.6,1
227861,LPNL,977.32,8,8,3,243.6,2
227921,LPBE,231.38,3,3,1,228.56,1
227921,LPBE,231.38,3,3,1,228.56,2
227940,LPBE,292.24,4,4,1,207.16,1
227940,LPBE,292.24,4,4,1,207.16,2
227942,LPNL,0,2,2,0,0,1
227942,LPNL,0,2,2,0,0,2
227989,LPNL,0,2,2,0,0,1
227989,LPNL,0,2,2,0,0,2
228010,LPBE,92.24,3,3,0,90,1
228010,LPBE,92.24,3,3,0,90,2
228114,LPDE,1422.95,6,6,4,407.21,1
228114,LPDE,853.77,5,5,3,244.33,2
228154,LPBE,829.19,9,9,2,212.22,1
228154,LPBE,829.19,9,9,2,212.22,2
228179,LPBE,389.94,5,5,0,183.67,1
228179,LPBE,389.94,5,5,0,183.67,2
228329,LPBE,1600.42,10,10,2,571.83,1
228329,LPBE,1600.42,10,10,2,571.83,2
228343,LPNL,0,2,2,0,0,1
228343,LPNL,0,2,2,0,0,2
228362,LPNL,2080.35,11,11,6,323.05,1
228362,LPNL,2080.35,11,11,6,323.05,2
228375,LPNL,0,2,2,0,0,1
228375,LPNL,0,2,2,0,0,2
228384,LPNL,0,2,2,0,0,1
228384,LPNL,0,2,2,0,0,2
228432,LPNL,129.78,5,5,0,95,1
228432,LPNL,129.78,5,5,0,95,2
228485,LPNL,812.32,6,6,2,281.17,1
228485,LPNL,812.32,6,6,2,281.17,2
228535,LPNL,5476.27,19,19,13,1029.98,1
228535,LPNL,5476.27,19,19,13,1029.98,2
228540,LPNL,344.56,3,3,1,242.33,1
228540,LPNL,344.56,3,3,1,242.33,2
228616,LPNL,0,2,2,0,0,1
228616,LPNL,0,2,2,0,0,2
228618,LPDE,2471.05,8,8,6,676.06,1
228618,LPDE,1194.49,8,8,2,304.23,2
228652,LPBE,842.88,6,6,3,260,1
228652,LPBE,842.88,6,6,3,260,2
228684,LPNL,407.12,3,3,1,242.33,1
228684,LPNL,407.12,3,3,1,242.33,2
228687,LPNL,628.57,4,4,2,242.33,1
228687,LPNL,628.57,4,4,2,242.33,2
228708,LPNL,483.42,3,3,2,242.33,1
228708,LPNL,483.42,3,3,2,242.33,2
228723,LPBE,617.42,7,7,1,205.38,1
228723,LPBE,617.42,7,7,1,205.38,2
228765,LPBE,130.45,3,3,0,127.07,1
228765,LPBE,130.45,3,3,0,127.07,2
228779,LPBE,765.2,7,7,2,272.14,1
228779,LPBE,765.2,7,7,2,272.14,2
228833,LPDE,2326.28,6,6,5,794.73,1
228833,LPDE,798,1,1,1,798,2
228905,LPNL,1.03,3,3,0,1,1
228905,LPNL,1.03,3,3,0,1,2
228997,LPNL,72.1,3,3,0,70,1
228997,LPNL,72.1,3,3,0,70,2
229008,LPNL,434.39,3,3,1,242.33,1
229008,LPNL,434.39,3,3,1,242.33,2
229056,LPDE,4723.5,8,8,5,3220.49,1
229056,LPDE,768.68,4,4,1,243.9,2
229099,LPDE,1667.57,8,8,6,344.51,1
229099,LPDE,833.81,6,6,1,236.88,2
229100,LPNL,425.6,4,4,1,242.33,1
229100,LPNL,425.6,4,4,1,242.33,2
229201,LPDE,1560.55,6,6,4,533.07,1
229201,LPDE,1031.87,5,5,3,346.5,2
229246,LPBE,1869.88,12,12,3,586.69,1
229246,LPBE,1869.88,12,12,3,586.69,2
229256,LPNL,1052.84,3,3,2,795.45,1
229256,LPNL,1052.84,3,3,2,795.45,2
229333,LPBE,113.07,5,5,0,90,1
229333,LPBE,113.07,5,5,0,90,2
229542,LPBE,762.18,6,6,2,259.03,1
229542,LPBE,762.18,6,6,2,259.03,2
229563,LPBE,611.68,8,8,1,228.6,1
229563,LPBE,611.68,8,8,1,228.6,2
229829,LPDE,1684.06,7,7,5,436.95,1
229829,LPDE,733.62,6,6,0,174.78,2
229850,LPDE,1567.22,6,6,4,481.1,1
229850,LPDE,862.01,7,7,3,264.61,2
229982,LPBE,6073.1,22,22,7,2418.49,1
229982,LPBE,6073.1,22,22,7,2418.49,2
230072,LPDE,2538.39,11,11,7,439.29,1
230072,LPDE,1151.04,10,10,0,197.68,2
230097,LPBE,1653.07,17,17,2,228.07,1
230097,LPBE,1653.07,17,17,2,228.07,2
230116,LPDE,1986.68,9,9,5,552.07,1
230116,LPDE,877.62,7,7,1,248.43,2
230168,LPNL,0,2,2,0,0,1
230168,LPNL,0,2,2,0,0,2
230294,LPNL,902.08,11,11,1,242.33,1
230294,LPNL,902.08,11,11,1,242.33,2
230309,LPBE,662.51,6,6,1,361.82,1
230309,LPBE,662.51,6,6,1,361.82,2
230368,LPDE,877.34,6,6,3,302.63,1
230368,LPDE,339.57,5,5,0,105.92,2
230399,LPDE,1506.26,6,6,4,617.29,1
230399,LPDE,696.11,5,5,2,339.51,2
230456,LPNL,22.29,3,3,0,22.05,1
230456,LPNL,22.29,3,3,0,22.05,2
230537,LPBE,893.31,8,8,1,487.67,1
230537,LPBE,893.31,8,8,1,487.67,2
230538,LPDE,4558.16,13,13,10,1046.11,1
230538,LPDE,1209.22,12,12,0,186.57,2
230591,LPNL,0,2,2,0,0,1
230591,LPNL,0,2,2,0,0,2
230625,LPBE,198.03,4,4,0,145.97,1
230625,LPBE,198.03,4,4,0,145.97,2
230707,LPDE,1557.68,5,5,4,446.85,1
230707,LPDE,623.07,4,4,0,178.74,2
230766,LPNL,0,2,2,0,0,1
230766,LPNL,0,2,2,0,0,2
230865,LPDE,3974.23,14,14,9,651.12,1
230865,LPDE,1107.65,9,9,1,227.89,2
230879,LPDE,2869.77,12,12,8,613.25,1
230879,LPDE,1240.35,7,7,3,337.29,2
230903,LPBE,1227.67,10,10,2,288.42,1
230903,LPBE,1227.67,10,10,2,288.42,2
230913,LPNL,0,2,2,0,0,1
230913,LPNL,0,2,2,0,0,2
230953,LPDE,2939.86,10,10,8,534.51,1
230953,LPDE,1639.42,9,9,3,293.98,2
231001,LPDE,552.5,5,5,2,272,1
231001,LPDE,276.13,3,3,0,122.4,2
231001,LPNL,74,3,3,0,74,1
231001,LPNL,74,3,3,0,74,2
231014,LPDE,1755.49,7,7,5,488.22,1
231014,LPDE,1215.33,6,6,2,488.22,2
231016,LPDE,877.11,5,5,2,547.41,1
231016,LPDE,275.49,2,2,0,191.59,2
231029,LPNL,868.58,4,4,2,551.31,1
231029,LPNL,868.58,4,4,2,551.31,2
231178,LPBE,505.63,7,7,1,227.72,1
231178,LPBE,505.63,7,7,1,227.72,2
231198,LPNL,763.58,5,5,2,393.3,1
231198,LPNL,763.58,5,5,2,393.3,2
231223,LPDE,1118.98,5,5,3,456.9,1
231223,LPDE,610.45,4,4,1,251.3,2
231253,LPNL,0,2,2,0,0,1
231253,LPNL,0,2,2,0,0,2
231272,LPNL,1.03,3,3,0,1,1
231272,LPNL,1.03,3,3,0,1,2
231276,LPBE,1417.77,6,6,3,748.02,1
231276,LPBE,1417.77,6,6,3,748.02,2
231300,LPBE,1277.29,11,11,5,232.81,1
231300,LPBE,1277.29,11,11,5,232.81,2
231393,LPDE,1239.2,4,4,3,604.6,1
231393,LPDE,236.11,4,4,1,217.66,2
231400,LPNL,74,3,3,0,74,1
231400,LPNL,74,3,3,0,74,2
231411,LPNL,208.52,3,3,1,205.5,1
231411,LPNL,208.52,3,3,1,205.5,2
231508,LPNL,1005.68,3,3,2,749.56,1
231508,LPNL,1005.68,3,3,2,749.56,2
231546,LPDE,3108.17,10,10,7,1269.47,1
231546,LPDE,827.43,8,8,1,221.41,2
231570,LPDE,1760.59,8,8,5,484.36,1
231570,LPDE,774.67,5,5,1,213.12,2
231673,LPBE,694.56,6,6,2,231.58,1
231673,LPBE,694.56,6,6,2,231.58,2
231690,LPBE,2051.51,17,17,5,236.43,1
231690,LPBE,2051.51,17,17,5,236.43,2
231751,LPDE,150,3,3,0,150,1
231751,LPDE,,0,0,0,,2
231756,LPBE,1182.53,11,11,0,199.43,1
231756,LPBE,1182.53,11,11,0,199.43,2
231773,LPNL,0,2,2,0,0,1
231773,LPNL,0,2,2,0,0,2
231776,LPNL,569.3,3,3,2,325.58,1
231776,LPNL,569.3,3,3,2,325.58,2
231852,LPBE,92.7,3,3,0,90,1
231852,LPBE,92.7,3,3,0,90,2
232044,LPDE,2214.7,9,9,6,514.07,1
232044,LPDE,761.11,6,6,1,205.63,2
232129,LPBE,726.2,7,7,2,256.66,1
232129,LPBE,726.2,7,7,2,256.66,2
232217,LPBE,1760.38,11,11,5,327.85,1
232217,LPBE,1760.38,11,11,5,327.85,2
232356,LPDE,0,2,2,0,0,1
232356,LPDE,100.84,1,1,0,100.84,2
232408,LPBE,277.06,4,4,0,135.94,1
232408,LPBE,277.06,4,4,0,135.94,2
232533,LPDE,5639.22,5,5,3,4940.65,1
232533,LPDE,384.23,3,3,1,252.38,2
232595,LPDE,1353.12,6,6,2,911.61,1
232595,LPDE,198.7,4,4,0,107.87,2
232624,LPBE,1061.1,11,11,2,236.25,1
232624,LPBE,1061.1,11,11,2,236.25,2
232629,LPNL,532.52,4,4,2,242.33,1
232629,LPNL,532.52,4,4,2,242.33,2
232642,LPDE,1775.4,8,8,5,404.43,1
232642,LPDE,853.93,6,6,0,181.99,2
232710,LPBE,1319.09,7,7,2,899,1
232710,LPBE,1319.09,7,7,2,899,2
232803,LPBE,1285.57,7,7,3,414.05,1
232803,LPBE,1285.57,7,7,3,414.05,2
232803,LPDE,3174.14,14,14,5,783.12,1
232803,LPDE,1657.82,12,12,3,430.72,2
232854,LPNL,1712.05,8,8,5,396.26,1
232854,LPNL,1712.05,8,8,5,396.26,2
232938,LPBE,432.52,5,5,1,334.37,1
232938,LPBE,432.52,5,5,1,334.37,2
233037,LPDE,2320.12,8,8,6,650.14,1
233037,LPDE,627.04,7,7,1,227.55,2
233074,LPNL,0,2,2,0,0,1
233074,LPNL,0,2,2,0,0,2
233077,LPBE,197.97,5,5,0,90,1
233077,LPBE,197.97,5,5,0,90,2
233341,LPDE,2798.61,12,12,7,775.03,1
233341,LPDE,1448.56,11,11,1,348.76,2
263755,LPDE,1632.06,6,6,4,532.63,1
263755,LPDE,1305.65,4,4,4,426.1,2
265986,LPDE,648.28,3,3,2,387.58,1
265986,LPDE,518.62,2,2,2,310.06,2
266414,LPDE,2377.58,9,9,6,474.47,1
266414,LPDE,2039.14,8,8,6,355.85,2
266500,LPDE,0,2,2,0,0,1
266500,LPDE,,0,0,0,,2
266576,LPNL,425.71,3,3,1,242.33,1
266576,LPNL,425.71,3,3,1,242.33,2
266853,LPDE,0,2,2,0,0,1
266853,LPDE,,0,0,0,,2
267006,LPDE,686.71,3,3,2,426.01,1
267006,LPDE,618.04,2,2,2,383.41,2
267011,LPDE,1225.29,5,5,3,494.14,1
267011,LPDE,1028.39,4,4,2,350,2
267019,LPDE,1501.34,6,6,5,387.18,1
267019,LPDE,650,2,2,1,950,2
267419,LPNL,1521.48,12,12,3,316.97,1
