VEHICLEID,TMD_SRCE_ENTITY,DAMAGE,CNT_DAMAGE,CNT_DAMAGE_DISTINCT,CNT_LARGE_DAMAGE,DAMAGE_MAX,ROWNUM
499005,LPNL,1418.45,9,9,2,367.05,1
499005,LPNL,1418.45,9,9,2,367.05,2
499158,LPNL,1295,10,10,2,240,1
499158,LPNL,1295,10,10,2,240,2
499165,LPNL,1273.65,7,7,4,297.3,1
499165,LPNL,1273.65,7,7,4,297.3,2
499213,LPNL,149,3,3,0,75,1
499213,LPNL,149,3,3,0,75,2
499248,LPNL,1376.19,9,9,4,314,1
499248,LPNL,1376.19,9,9,4,314,2
499371,LPNL,203,1,1,1,203,1
499371,LPNL,203,1,1,1,203,2
499397,LPNL,1831.1,9,9,4,642.35,1
499397,LPNL,1831.1,9,9,4,642.35,2
499443,LPNL,127.5,1,1,0,127.5,1
499443,LPNL,127.5,1,1,0,127.5,2
499497,LPNL,815.89,7,7,1,253.75,1
499497,LPNL,815.89,7,7,1,253.75,2
499589,LPNL,561.6,5,5,1,299,1
499589,LPNL,561.6,5,5,1,299,2
499646,LPNL,583.9,4,4,1,336,1
499646,LPNL,583.9,4,4,1,336,2
499971,LPNL,339.6,4,4,1,225,1
499971,LPNL,339.6,4,4,1,225,2
500072,LPNL,2089.61,11,11,3,713.31,1
500072,LPNL,2089.61,11,11,3,713.31,2
500083,LPNL,3006.58,14,14,5,489.98,1
500083,LPNL,3006.58,14,14,5,489.98,2
500153,LPNL,2084.1,11,11,5,303.2,1
500153,LPNL,2084.1,11,11,5,303.2,2
500276,LPNL,2575.93,13,13,6,367.28,1
500276,LPNL,2575.93,13,13,6,367.28,2
500450,LPNL,1497.5,8,8,4,374.9,1
500450,LPNL,1497.5,8,8,4,374.9,2
500498,LPNL,1143.1,9,9,2,284.2,1
500498,LPNL,1143.1,9,9,2,284.2,2
501827,LPNL,339.31,3,3,1,206.8,1
501827,LPNL,339.31,3,3,1,206.8,2
503988,LPNL,1630.9,10,10,3,384.4,1
503988,LPNL,1630.9,10,10,3,384.4,2
504147,LPNL,1251.15,9,9,3,304.5,1
504147,LPNL,1251.15,9,9,3,304.5,2
505948,LPNL,1449.9,7,7,4,398.8,1
505948,LPNL,1449.9,7,7,4,398.8,2
217766,LPDE,2749.71,13,13,6,523.4,1
217766,LPDE,854.07,7,7,2,230.3,2
220663,LPDE,2237.14,7,7,5,799.73,1
220663,LPDE,962.98,5,5,2,383.87,2
221790,LPDE,2455.42,9,9,6,554.27,1
221790,LPDE,1012.17,8,8,1,221.71,2
222474,LPNL,315,3,3,0,180,1
223139,LPDE,1077.7,4,4,3,481.1,1
223139,LPDE,500,1,1,1,500,2
223409,LPDE,1528.36,5,5,3,932.2,1
223409,LPDE,0.02,5,5,0,142.58,2
223697,LPDE,1792.25,5,5,4,685,1
223697,LPDE,1581.82,4,4,3,685,2
223770,LPNL,2004.99,10,10,4,579,1
223973,LPBE,2154.55,12,12,5,551.31,1
223973,LPBE,2154.55,12,12,5,551.31,2
224396,LPDE,702.15,4,4,2,336.71,1
224396,LPDE,315.97,3,3,0,151.52,2
224685,LPDE,2640.35,11,11,6,793.73,1
224685,LPDE,956.63,9,9,1,277.81,2
224850,LPDE,1450.75,8,8,5,330.44,1
224850,LPDE,640.3,6,6,0,132.18,2
224905,LPNL,717.5,4,4,2,274.21,1
224905,LPNL,717.5,4,4,2,274.21,2
224993,LPBE,1035.9,5,5,2,716.63,1
224993,LPBE,1035.9,5,5,2,716.63,2
225103,LPNL,792.32,6,6,2,290.28,1
225103,LPNL,792.32,6,6,2,290.28,2
225153,LPNL,0,2,2,0,0,1
225153,LPNL,0,2,2,0,0,2
225171,LPDE,2207.57,7,7,5,779,1
225171,LPDE,1214.17,5,5,3,428.45,2
225216,LPNL,503.53,6,6,1,242.33,1
225216,LPNL,503.53,6,6,1,242.33,2
225346,LPBE,255.93,5,5,0,90,1
225346,LPBE,255.93,5,5,0,90,2
225363,LPBE,411.52,5,5,1,260,1
225363,LPBE,411.52,5,5,1,260,2
225373,LPNL,489.11,4,4,1,242.33,1
225373,LPNL,489.11,4,4,1,242.33,2
225506,LPBE,758.64,6,6,1,491.75,1
225506,LPBE,758.64,6,6,1,491.75,2
225553,LPNL,1154.63,6,6,3,459.16,1
225553,LPNL,1154.63,6,6,3,459.16,2
225557,LPBE,3397.39,17,17,8,426.12,1
225557,LPBE,3397.39,17,17,8,426.12,2
225593,LPNL,0,2,2,0,0,1
225593,LPNL,0,2,2,0,0,2
225597,LPNL,0,2,2,0,0,1
225597,LPNL,0,2,2,0,0,2
225617,LPBE,653.68,7,7,2,244.05,1
225617,LPBE,653.68,7,7,2,244.05,2
225674,LPNL,72.1,3,3,0,70,1
225674,LPNL,72.1,3,3,0,70,2
225734,LPDE,2737.06,11,11,9,375.59,1
225734,LPDE,520.64,6,6,0,117.88,2
225745,LPBE,861.74,10,10,1,200.75,1
225745,LPBE,861.74,10,10,1,200.75,2
225766,LPBE,791.94,13,13,0,174.1,1
225766,LPBE,791.94,13,13,0,174.1,2
225807,LPNL,0,2,2,0,0,1
225807,LPNL,0,2,2,0,0,2
225847,LPNL,846.71,7,7,2,242.33,1
225847,LPNL,846.71,7,7,2,242.33,2
226117,LPBE,1183.92,8,8,3,465.44,1
226117,LPBE,1183.92,8,8,3,465.44,2
226141,LPDE,1504.96,7,7,4,396.46,1
226141,LPDE,968.48,6,6,1,382,2
226155,LPNL,1.03,3,3,0,1,1
226155,LPNL,1.03,3,3,0,1,2
226193,LPNL,0,2,2,0,0,1
226193,LPNL,0,2,2,0,0,2
226209,LPBE,1692.26,10,10,3,676.08,1
226209,LPBE,1692.26,10,10,3,676.08,2
226219,LPNL,401.81,3,3,1,242.33,1
226219,LPNL,401.81,3,3,1,242.33,2
226243,LPBE,92.32,4,4,0,90,1
226243,LPBE,92.32,4,4,0,90,2
226252,LPNL,87.54,3,3,0,85.81,1
226252,LPNL,87.54,3,3,0,85.81,2
226370,LPNL,814.49,5,5,2,300.06,1
226370,LPNL,814.49,5,5,2,300.06,2
226475,LPDE,1731.96,5,5,4,989.9,1
226475,LPDE,445.25,4,4,0,162.99,2
226536,LPNL,529.73,4,4,2,242.33,1
226536,LPNL,529.73,4,4,2,242.33,2
226647,LPDE,1852.02,7,7,6,415.16,1
226647,LPDE,562.56,5,5,0,145.31,2
226740,LPBE,3748.15,17,17,6,720.45,1
226740,LPBE,3748.15,17,17,6,720.45,2
226764,LPDE,2290.56,7,7,5,755.62,1
226764,LPDE,946.23,6,6,2,302.25,2
226771,LPNL,0,2,2,0,0,1
226771,LPNL,0,2,2,0,0,2
226847,LPNL,569.54,4,4,2,253.28,1
226847,LPNL,569.54,4,4,2,253.28,2
227091,LPBE,616.25,8,8,0,180,1
227091,LPBE,616.25,8,8,0,180,2
227200,LPBE,763.33,6,6,1,585.76,1
227200,LPBE,763.33,6,6,1,585.76,2
227289,LPDE,475.57,4,4,2,239.7,1
227289,LPDE,230.46,3,3,0,191.76,2
227352,LPBE,373.31,4,4,1,288.91,1
227352,LPBE,373.31,4,4,1,288.91,2
227355,LPNL,0,2,2,0,0,1
227355,LPNL,0,2,2,0,0,2
227481,LPDE,1737.47,7,7,5,397.07,1
227481,LPDE,955.61,6,6,2,218.39,2
227483,LPNL,1.03,3,3,0,1,1
227483,LPNL,1.03,3,3,0,1,2
227489,LPDE,870.12,5,5,2,431.11,1
227489,LPDE,328.05,5,5,0,172.44,2
227492,LPBE,179.01,4,4,0,176.41,1
227492,LPBE,179.01,4,4,0,176.41,2
227538,LPBE,852,8,8,1,236.78,1
227538,LPBE,852,8,8,1,236.78,2
227668,LPBE,603.57,6,6,1,227.34,1
227668,LPBE,603.57,6,6,1,227.34,2
227736,LPNL,0,2,2,0,0,1
227736,LPNL,0,2,2,0,0,2
227748,LPBE,214.29,6,6,0,90,1
227748,LPBE,214.29,6,6,0,90,2
227821,LPBE,675.57,8,8,2,222.47,1
227821,LPBE,675.57,8,8,2,222.47,2
227868,LPBE,1278.5,9,9,2,638.7,1
227868,LPBE,1278.5,9,9,2,638.7,2
227918,LPNL,1.03,3,3,0,1,1
227918,LPNL,1.03,3,3,0,1,2
227929,LPBE,3104.08,12,12,1,1996.83,1
227929,LPBE,3104.08,12,12,1,1996.83,2
227945,LPBE,2145.82,11,11,4,585.67,1
227945,LPBE,2145.82,11,11,4,585.67,2
228012,LPDE,2056.64,7,7,5,586.03,1
228012,LPDE,734.83,6,6,2,205.11,2
228045,LPNL,822.19,5,5,2,433.4,1
228045,LPNL,822.19,5,5,2,433.4,2
228046,LPNL,299.69,4,4,1,223,1
228046,LPNL,299.69,4,4,1,223,2
228170,LPDE,1330.58,4,4,3,730.4,1
228170,LPDE,465.71,3,3,1,255.64,2
228179,LPNL,1070.5,5,5,2,596.85,1
228179,LPNL,1070.5,5,5,2,596.85,2
228240,LPNL,1611.34,10,10,5,374.72,1
228240,LPNL,1611.34,10,10,5,374.72,2
228330,LPBE,752.77,7,7,0,199.59,1
228330,LPBE,752.77,7,7,0,199.59,2
228372,LPNL,422.78,3,3,1,242.33,1
228372,LPNL,422.78,3,3,1,242.33,2
228376,LPNL,515.06,3,3,2,269.61,1
228376,LPNL,515.06,3,3,2,269.61,2
228427,LPDE,2566.43,8,8,7,758.36,1
228427,LPDE,898.27,8,8,1,265.43,2
228518,LPDE,739.84,5,5,2,286.13,1
228518,LPDE,505.8,3,3,0,185.98,2
228611,LPBE,174.18,4,4,0,90,1
228611,LPBE,174.18,4,4,0,90,2
228616,LPDE,2725.55,8,8,5,643.38,1
228616,LPDE,1387.8,7,7,4,321.69,2
228683,LPNL,524.98,5,5,1,242.33,1
228683,LPNL,524.98,5,5,1,242.33,2
228719,LPBE,716.6,6,6,2,334.19,1
228719,LPBE,716.6,6,6,2,334.19,2
228760,LPBE,1543.34,8,8,3,525.08,1
228760,LPBE,1543.34,8,8,3,525.08,2
228894,LPDE,1853.91,6,6,5,690.35,1
228894,LPDE,814.5,4,4,2,252.87,2
228949,LPBE,403.51,4,4,1,268.12,1
228949,LPBE,403.51,4,4,1,268.12,2
229001,LPBE,1425.05,13,13,4,257.56,1
229001,LPBE,1425.05,13,13,4,257.56,2
229022,LPDE,2025.08,8,8,5,610.03,1
229022,LPDE,638.78,5,5,1,213.51,2
229145,LPNL,2074.91,13,13,4,472.5,1
229145,LPNL,2074.91,13,13,4,472.5,2
229200,LPDE,1794.85,6,6,5,542.25,1
229200,LPDE,873.64,5,5,2,259.5,2
229358,LPDE,1882.91,6,6,5,571.07,1
229358,LPDE,753.16,5,5,1,228.43,2
229365,LPNL,0,2,2,0,0,1
229365,LPNL,0,2,2,0,0,2
229392,LPBE,447.44,4,4,1,247.96,1
229392,LPBE,447.44,4,4,1,247.96,2
229410,LPDE,3464.46,10,10,7,826.5,1
229410,LPDE,826.41,9,9,1,213,2
229415,LPNL,1823.02,4,4,3,1099.1,1
229415,LPNL,1823.02,4,4,3,1099.1,2
229452,LPDE,1611.02,6,6,4,710.21,1
229452,LPDE,908.57,5,5,1,390.62,2
229632,LPDE,1513.49,6,6,5,359.71,1
229632,LPDE,908.1,5,5,1,215.83,2
229663,LPNL,304.19,6,6,0,110.9,1
229663,LPNL,304.19,6,6,0,110.9,2
229699,LPNL,180.25,4,4,0,105,1
229699,LPNL,180.25,4,4,0,105,2
229713,LPDE,1391.85,6,6,4,498.7,1
229713,LPDE,553.54,4,4,0,199.48,2
229788,LPBE,92.59,3,3,0,90,1
229788,LPBE,92.59,3,3,0,90,2
229899,LPDE,624.38,3,3,2,384.68,1
229899,LPDE,249.75,2,2,0,153.87,2
230033,LPNL,1.03,3,3,0,1,1
230033,LPNL,1.03,3,3,0,1,2
230045,LPBE,423.06,5,5,1,254.8,1
230045,LPBE,423.06,5,5,1,254.8,2
230055,LPDE,4974.14,17,17,9,794.03,1
230055,LPDE,2984.48,16,16,6,476.42,2
230081,LPDE,2350.64,7,7,5,549.56,1
230081,LPDE,1410.39,6,6,4,329.74,2
230107,LPBE,0,2,2,0,0,1
230107,LPBE,0,2,2,0,0,2
230116,LPNL,144.2,5,5,0,70,1
230116,LPNL,144.2,5,5,0,70,2
230154,LPNL,0,2,2,0,0,1
230154,LPNL,0,2,2,0,0,2
230269,LPNL,0,2,2,0,0,1
230269,LPNL,0,2,2,0,0,2
230318,LPBE,1228.67,10,10,2,209.38,1
230318,LPBE,1228.67,10,10,2,209.38,2
230365,LPDE,1803.84,7,7,5,486.53,1
230365,LPDE,721.53,5,5,0,194.61,2
230386,LPDE,998.33,5,5,3,385.63,1
230386,LPDE,599,3,3,2,231.38,2
230436,LPNL,0,2,2,0,0,1
230436,LPNL,0,2,2,0,0,2
230468,LPNL,0,2,2,0,0,1
230468,LPNL,0,2,2,0,0,2
230523,LPNL,0,2,2,0,0,1
230523,LPNL,0,2,2,0,0,2
230537,LPDE,834.49,4,4,3,376.53,1
230537,LPDE,542.42,3,3,1,244.74,2
230551,LPNL,171.85,5,5,0,74,1
230551,LPNL,171.85,5,5,0,74,2
230558,LPDE,1095.36,6,6,3,486.53,1
230558,LPDE,362.62,6,6,1,243.27,2
230578,LPNL,562.45,3,3,2,317.94,1
230578,LPNL,562.45,3,3,2,317.94,2
230584,LPNL,405.6,3,3,1,242.33,1
230584,LPNL,405.6,3,3,1,242.33,2
230609,LPDE,2602.54,9,9,6,645.46,1
230609,LPDE,570.7,9,9,0,193.64,2
230622,LPDE,1513.88,7,7,3,534.97,1
230622,LPDE,859.09,6,6,1,386.65,2
230688,LPBE,628.88,9,9,1,227.11,1
230688,LPBE,628.88,9,9,1,227.11,2
230706,LPDE,1027.81,4,4,3,394.9,1
230706,LPDE,462.52,3,3,0,177.71,2
230765,LPDE,3109.25,9,9,6,1097.07,1
230765,LPDE,834.88,7,7,1,211.77,2
230782,LPNL,777.13,5,5,2,401.32,1
230782,LPNL,777.13,5,5,2,401.32,2
230938,LPNL,705.91,7,7,1,273,1
230938,LPNL,705.91,7,7,1,273,2
231050,LPBE,1527.9,10,10,2,585.29,1
231050,LPBE,1527.9,10,10,2,585.29,2
231076,LPDE,1760.68,8,8,4,785.32,1
231076,LPDE,819.81,6,6,1,353.39,2
231080,LPBE,175.1,4,4,0,90,1
231080,LPBE,175.1,4,4,0,90,2
231101,LPDE,728.88,4,4,2,489.18,1
231101,LPDE,437.33,2,2,1,293.51,2
231253,LPBE,683.09,7,7,1,225.72,1
231253,LPBE,683.09,7,7,1,225.72,2
231305,LPBE,929.95,8,8,3,278.78,1
231305,LPBE,929.95,8,8,3,278.78,2
231565,LPBE,1876.48,11,11,5,412.13,1
231565,LPBE,1876.48,11,11,5,412.13,2
231597,LPBE,527.99,5,5,1,258.15,1
231597,LPBE,527.99,5,5,1,258.15,2
231598,LPNL,0,2,2,0,0,1
231598,LPNL,0,2,2,0,0,2
231656,LPDE,78.9,4,4,0,78.9,1
231656,LPDE,78.9,1,1,0,78.9,2
231706,LPNL,169.95,3,3,0,165,1
231706,LPNL,169.95,3,3,0,165,2
231762,LPBE,1914.27,12,12,4,358,1
231762,LPBE,1914.27,12,12,4,358,2
231853,LPNL,544.62,3,3,2,300.4,1
231853,LPNL,544.62,3,3,2,300.4,2
231856,LPNL,0,2,2,0,0,1
231856,LPNL,0,2,2,0,0,2
231873,LPBE,549.09,6,6,2,266.54,1
231873,LPBE,549.09,6,6,2,266.54,2
231891,LPDE,1254.8,7,7,4,390.24,1
231891,LPDE,437.63,3,3,0,175.61,2
231906,LPNL,186.03,5,5,0,111,1
231906,LPNL,186.03,5,5,0,111,2
231955,LPBE,1141.84,7,7,2,677.04,1
231955,LPBE,1141.84,7,7,2,677.04,2
232024,LPBE,1209.75,11,11,4,227.15,1
232024,LPBE,1209.75,11,11,4,227.15,2
232067,LPDE,3450.56,8,8,7,922,1
232067,LPDE,1648.07,6,6,2,922,2
232080,LPNL,797.52,7,7,3,242.33,1
232080,LPNL,797.52,7,7,3,242.33,2
232086,LPBE,920.66,10,10,2,264.61,1
232086,LPBE,920.66,10,10,2,264.61,2
232116,LPBE,0,2,2,0,0,1
232116,LPBE,0,2,2,0,0,2
232123,LPNL,370,5,5,0,185,1
232123,LPNL,370,5,5,0,185,2
232141,LPNL,75.03,4,4,0,74,1
232141,LPNL,75.03,4,4,0,74,2
232144,LPNL,75.03,4,4,0,74,1
232144,LPNL,75.03,4,4,0,74,2
232152,LPBE,1142.14,9,9,4,282.73,1
232152,LPBE,1142.14,9,9,4,282.73,2
232169,LPBE,378.65,4,4,1,312.1,1
232169,LPBE,378.65,4,4,1,312.1,2
232224,LPNL,2392.12,12,12,5,592,1
232224,LPNL,2392.12,12,12,5,592,2
232237,LPDE,2728.47,10,10,8,481.1,1
232237,LPDE,1227.84,8,8,2,216.5,2
232247,LPBE,914.39,8,8,2,331.86,1
232247,LPBE,914.39,8,8,2,331.86,2
232274,LPDE,3001.06,8,8,6,956.57,1
232274,LPDE,580.58,8,8,0,185.3,2
232288,LPBE,1423.14,11,11,3,283.78,1
232288,LPBE,1423.14,11,11,3,283.78,2
232288,LPNL,790.61,4,4,2,471.97,1
232288,LPNL,790.61,4,4,2,471.97,2
232410,LPBE,2731.99,12,12,4,829.88,1
232410,LPBE,2731.99,12,12,4,829.88,2
232539,LPBE,1559.6,9,9,4,606.61,1
232539,LPBE,1559.6,9,9,4,606.61,2
232564,LPDE,3291.76,9,9,8,651.33,1
232564,LPDE,1152.13,8,8,1,227.97,2
232575,LPNL,872.36,5,5,2,328.02,1
232575,LPNL,872.36,5,5,2,328.02,2
232604,LPDE,1956.78,7,7,3,1074.08,1
232604,LPDE,383.09,5,5,0,188.48,2
232638,LPNL,541.54,3,3,2,295.78,1
232638,LPNL,541.54,3,3,2,295.78,2
232639,LPBE,382.04,5,5,1,296.01,1
232639,LPBE,382.04,5,5,1,296.01,2
232667,LPBE,1159.1,10,10,2,272.64,1
232667,LPBE,1159.1,10,10,2,272.64,2
232777,LPNL,525.63,4,4,2,279.33,1
232777,LPNL,525.63,4,4,2,279.33,2
232824,LPDE,1615.15,6,6,4,552.07,1
232824,LPDE,754.32,5,5,2,248.43,2
232899,LPNL,0,2,2,0,0,1
232899,LPNL,0,2,2,0,0,2
233100,LPBE,2146.3,9,9,5,498.14,1
233100,LPBE,2146.3,9,9,5,498.14,2
233123,LPBE,1388.69,11,11,2,252.48,1
233123,LPBE,1388.69,11,11,2,252.48,2
233364,LPNL,1258,5,5,3,571.3,1
233364,LPNL,1258,5,5,3,571.3,2
264840,LPDE,507.14,4,4,1,260.7,1
264840,LPDE,304.28,3,3,0,156.42,2
265907,LPDE,2837.44,9,9,7,697.2,1
265907,LPDE,966.2,4,4,2,383.46,2
266829,LPDE,0,2,2,0,0,1
266829,LPDE,,0,0,0,,2
266863,LPDE,0,2,2,0,0,1
266863,LPDE,,0,0,0,,2
266870,LPNL,0,2,2,0,0,1
266870,LPNL,0,2,2,0,0,2
266959,LPNL,1053.93,6,6,3,383.43,1
266959,LPNL,1053.93,6,6,3,383.43,2
267304,LPDE,1037.46,5,5,3,329.92,1
267304,LPDE,627.49,4,4,0,181.46,2
267321,LPDE,1025.4,5,5,3,427.73,1
267321,LPDE,666.53,5,5,2,278.02,2
267363,LPDE,392.68,3,3,1,260.7,1
267363,LPDE,353.41,2,2,1,234.63,2
267432,LPDE,650.69,3,3,2,389.99,1
267432,LPDE,370.41,3,3,1,233.99,2
267712,LPNL,200,5,5,0,95,1
267712,LPNL,200,5,5,0,95,2
267745,LPDE,0,2,2,0,0,1
267745,LPDE,,0,0,0,,2
268105,LPDE,688.84,5,5,2,428.14,1
268105,LPDE,378.87,2,2,1,235.48,2
268142,LPDE,1243.68,5,5,3,521.49,1
268142,LPDE,684.04,4,4,2,286.82,2
268151,LPNL,792.68,4,4,2,342.65,1
268151,LPNL,792.68,4,4,2,342.65,2
268210,LPDE,655.32,3,3,2,394.62,1
268210,LPDE,491.5,2,2,1,295.97,2
268251,LPNL,270.03,4,4,0,195,1
268251,LPNL,270.03,4,4,0,195,2
268637,LPDE,3623.54,8,8,6,1287.9,1
268637,LPDE,0,6,6,4,333.7,2
269153,LPNL,1550.93,8,8,5,332.81,1
269153,LPNL,1550.93,8,8,5,332.81,2
269309,LPNL,729.23,4,4,2,320.46,1
269309,LPNL,729.23,4,4,2,320.46,2
269332,LPNL,666.92,5,5,1,252.1,1
269332,LPNL,906.8,5,5,1,474.07,2
269332,LPNL,666.92,5,5,1,252.1,3
270176,LPNL,0,2,2,0,0,1
270176,LPNL,0,2,2,0,0,2
270394,LPNL,911.36,6,6,2,238.47,1
270394,LPNL,911.36,6,6,2,238.47,2
270405,LPDE,874.61,5,5,3,387.58,1
270405,LPDE,699.68,3,3,2,310.06,2
270659,LPNL,0,3,3,0,0,1
270659,LPNL,0,3,3,0,0,2
270688,LPDE,0,2,2,0,0,1
270688,LPDE,250,1,1,1,250,2
271137,LPNL,935.25,6,6,2,295.26,1
271137,LPNL,935.25,6,6,2,295.26,2
271198,LPNL,74,3,3,0,74,1
271198,LPNL,74,3,3,0,74,2
271442,LPDE,391,3,3,1,391,1
271442,LPDE,254.15,1,1,1,254.15,2
271479,LPDE,10148,30,30,20,512.19,1
271479,LPDE,1561.23,5,5,3,787.99,2
271479,LPNL,390,4,4,0,195,1
271479,LPNL,390,4,4,0,195,2
271561,LPDE,4784.51,15,15,9,667.51,1
271561,LPDE,3386.97,13,13,6,667.51,2
271703,LPNL,1651.65,5,5,3,850.37,1
271703,LPNL,1651.65,5,5,3,850.37,2
271757,LPDE,1969.86,7,7,5,452.95,1
271757,LPDE,1300,2,2,1,1600,2
271914,LPNL,1254.63,7,7,3,274.36,1
271914,LPNL,1254.63,7,7,3,274.36,2
271942,LPDE,811.01,5,5,2,350.31,1
271942,LPDE,0.01,1,1,0,0.01,2
271973,LPNL,1230.03,11,11,2,276.9,1
271973,LPNL,1230.03,11,11,2,276.9,2
272067,LPDE,5335.41,9,9,5,2764.56,1
272067,LPDE,658.57,4,4,2,303.42,2
272324,LPDE,0,2,2,0,0,1
272324,LPDE,,0,0,0,,2
272342,LPNL,1622.78,6,6,4,544.89,1
272342,LPNL,1622.78,6,6,4,544.89,2
272344,LPDE,513.75,3,3,2,260.7,1
272344,LPDE,308.25,2,2,0,156.42,2
272407,LPNL,3384.16,14,14,7,616.6,1
272407,LPNL,3384.16,14,14,7,616.6,2
272503,LPDE,4181,13,13,9,1083.63,1
272503,LPDE,1650.05,9,9,4,320,2
272544,LPDE,2564.62,8,8,4,1605.86,1
272544,LPDE,549.85,8,8,0,191.13,2
272713,LPNL,1221.78,6,6,2,339.58,1
272713,LPNL,1221.78,6,6,2,339.58,2
272757,LPDE,685.65,4,4,2,424.95,1
272757,LPDE,1028.48,4,4,2,318.71,2
272782,LPNL,343.7,6,6,0,118,1
272782,LPNL,343.7,6,6,0,118,2
272846,LPNL,926.63,5,5,1,471.53,1
272846,LPNL,926.63,5,5,1,471.53,2
272908,LPNL,469.53,4,4,0,195,1
272908,LPNL,469.53,4,4,0,195,2
273022,LPDE,1427.32,5,5,2,942.62,1
273022,LPDE,339.29,1,1,1,339.29,2
273290,LPDE,1862.81,7,7,5,451.1,1
273290,LPDE,1397.12,5,5,4,338.33,2
273468,LPDE,0,2,2,0,0,1
273468,LPDE,,0,0,0,,2
273491,LPDE,721.82,3,3,2,461.12,1
273491,LPDE,469.19,2,2,1,299.73,2
273596,LPDE,4548.61,12,12,8,711.61,1
273596,LPDE,2803.83,10,10,7,426.97,2
273628,LPDE,1433.48,6,6,3,558.85,1
273628,LPDE,506.68,6,6,2,279.43,2
273722,LPDE,1761.85,6,6,5,410.09,1
273722,LPDE,969.03,5,5,3,225.55,2
273745,LPNL,342.11,3,3,0,195,1
273745,LPNL,342.11,3,3,0,195,2
273798,LPNL,2191.06,11,11,4,478.42,1
273798,LPNL,2191.06,11,11,4,478.42,2
273834,LPNL,762.27,4,4,2,296.65,1
273834,LPNL,762.27,4,4,2,296.65,2
273876,LPDE,0,2,2,0,0,1
273876,LPDE,198.01,2,2,0,198,2
273958,LPDE,2725.36,6,6,5,1097.19,1
273958,LPDE,895.51,5,5,3,272.84,2
273989,LPDE,0,2,2,0,0,1
273989,LPDE,,0,0,0,,2
273994,LPDE,0,2,2,0,0,1
273994,LPDE,,0,0,0,,2
274001,LPDE,1368.26,7,7,3,502.88,1
274001,LPDE,822.45,5,5,2,276.58,2
274025,LPDE,611.01,4,4,2,350.31,1
274025,LPDE,680,2,2,1,980,2
274029,LPNL,0,2,2,0,0,1
274029,LPNL,0,2,2,0,0,2
274129,LPDE,0,2,2,0,0,1
274129,LPDE,,0,0,0,,2
274285,LPNL,510.13,3,3,1,311.47,1
274285,LPNL,510.13,3,3,1,311.47,2
274350,LPDE,2297.09,8,8,4,1021.76,1
274350,LPDE,834.18,7,7,2,303.16,2
274359,LPDE,1063.69,5,5,3,505.26,1
274359,LPDE,585.04,4,4,1,277.89,2
274371,LPNL,1101.25,7,7,3,311.47,1
274371,LPNL,1101.25,7,7,3,311.47,2
274398,LPNL,468.62,3,3,1,270.48,1
274398,LPNL,468.62,3,3,1,270.48,2
274418,LPDE,1228.39,7,7,3,428.06,1
274418,LPDE,698.13,6,6,2,235.43,2
274432,LPNL,490,4,4,1,295,1
274432,LPNL,490,4,4,1,295,2
274543,LPNL,2586.22,8,8,6,767.36,1
274543,LPNL,2586.22,8,8,6,767.36,2
274546,LPNL,604.26,6,6,0,195,1
274546,LPNL,604.26,6,6,0,195,2
274605,LPDE,4423.04,10,10,9,1779.98,1
274605,LPDE,528.62,9,9,0,107.17,2
274620,LPDE,2171.08,8,8,7,487.44,1
274620,LPDE,1205.13,8,8,5,316.84,2
274761,LPNL,749.15,4,4,2,278.21,1
274761,LPNL,749.15,4,4,2,278.21,2
274790,LPNL,537.36,4,4,1,272.21,1
274790,LPNL,537.36,4,4,1,272.21,2
274806,LPDE,1188,7,7,4,333.44,1
274806,LPDE,562.12,6,6,0,150.05,2
274816,LPDE,1513.11,7,7,4,545.18,1
274816,LPDE,665.25,6,6,1,218.07,2
274825,LPNL,504.46,4,4,1,241.71,1
274825,LPNL,504.46,4,4,1,241.71,2
274826,LPDE,,0,0,0,,1
274826,LPDE,429,4,4,1,329,2
274977,LPNL,713.11,5,5,1,218.75,1
274977,LPNL,713.11,5,5,1,218.75,2
275111,LPNL,1779.12,9,9,3,669.22,1
275111,LPNL,1779.12,9,9,3,669.22,2
275179,LPDE,2435.15,7,7,5,993.14,1
275179,LPDE,240,2,2,1,540,2
275192,LPDE,2654.6,7,7,5,691.85,1
275192,LPDE,1070,2,2,1,1370,2
275211,LPDE,2380.46,7,7,6,615.08,1
275211,LPDE,742.1,7,7,2,246.03,2
275262,LPDE,1198.19,4,4,3,509,1
275262,LPDE,838.73,3,3,2,356.3,2
275337,LPNL,867.6,6,6,1,314.06,1
275337,LPNL,867.6,6,6,1,314.06,2
275509,LPDE,3316.65,4,4,3,2539.45,1
275509,LPDE,427.48,3,3,1,284.08,2
275557,LPNL,495.11,3,3,1,296.65,1
275557,LPNL,495.11,3,3,1,296.65,2
275616,LPNL,341.19,4,4,0,195,1
275616,LPNL,341.19,4,4,0,195,2
275647,LPNL,760.79,5,5,1,313.2,1
275647,LPNL,760.79,5,5,1,313.2,2
275758,LPDE,1705.05,8,8,4,406.55,1
275758,LPDE,937.78,7,7,1,223.6,2
275815,LPNL,1279.07,7,7,3,295,1
275815,LPNL,1279.07,7,7,3,295,2
275883,LPNL,2782.84,13,13,5,634.94,1
275883,LPNL,2782.84,13,13,5,634.94,2
275915,LPNL,269,4,4,0,195,1
275915,LPNL,269,4,4,0,195,2
275966,LPNL,582.14,6,6,0,195,1
275966,LPNL,582.14,6,6,0,195,2
